Ax0,Ax1,Ax2,Ax3,Ax4,Ax5,Ax6,Ax7,Ax8,Ax9,Ax10,Ax11,Ax12,Ax13,Ax14,Ax15,Ax16,Ax17,Ax18,Ax19,Ay0,Ay1,Ay2,Ay3,Ay4,Ay5,Ay6,Ay7,Ay8,Ay9,Ay10,Ay11,Ay12,Ay13,Ay14,Ay15,Ay16,Ay17,Ay18,Ay19,Az0,Az1,Az2,Az3,Az4,Az5,Az6,Az7,Az8,Az9,Az10,Az11,Az12,Az13,Az14,Az15,Az16,Az17,Az18,Az19,Vx0,Vx1,Vx2,Vx3,Vx4,Vx5,Vx6,Vx7,Vx8,Vx9,Vx10,Vx11,Vx12,Vx13,Vx14,Vx15,Vx16,Vx17,Vx18,Vx19,Vy0,Vy1,Vy2,Vy3,Vy4,Vy5,Vy6,Vy7,Vy8,Vy9,Vy10,Vy11,Vy12,Vy13,Vy14,Vy15,Vy16,Vy17,Vy18,Vy19,Vz0,Vz1,Vz2,Vz3,Vz4,Vz5,Vz6,Vz7,Vz8,Vz9,Vz10,Vz11,Vz12,Vz13,Vz14,Vz15,Vz16,Vz17,Vz18,Vz19,tipo_golpe,numero_golpe,tiempo_golpe,sexo,nivel,mano,reves,altura,edad,id
61.747915,69.12356689004321,46.76039581369811,26.7732514538084,8.999163899298827,7.313337510495914,8.19282010755868,6.133368971464092,5.13146508147478,3.022685454854642,1.7422406772145462,2.385160099449359,3.488321060093193,4.615213435571218,4.585172572773439,3.0580226835730695,1.7064341228831543,2.271444611471669,3.5256117127266764,3.429295820723169,17.41628,3.0925740279574323,3.5985646652407794,7.840032645649026,9.214103367613886,9.953974006708245,11.43786620211283,11.120598494213855,11.230096145935564,11.292887142328809,12.684988887743891,11.727579137492604,7.872100258861954,4.8837960314660105,5.599611603188443,7.909619449340189,8.44410159949732,7.350509106912194,7.079503237223421,6.764421120672183,12.727285999999998,34.423690591184986,30.93600097061849,16.73757906140997,6.498746776085051,2.1276601293910056,5.633907164345792,6.545682788979708,5.351858135329676,4.480804457948623,4.508851679749955,6.419687675887892,7.158629920634546,6.613395633110074,5.597455319752781,4.522409699633576,4.226677282310248,4.052436485357177,4.3220219648113805,4.670927072817001,17.648882999999998,32.34963500332792,48.521126344875896,48.785893691155614,19.51824102661881,14.31451485478511,17.224284393464398,20.388877489282457,19.022746032028852,17.443517692337803,13.693354509569561,9.55651424779853,5.581066450934565,8.55124438670239,9.330240086511106,5.472926256355963,5.224400535470387,4.172883118231896,3.0538720252287956,2.1649801043976313,25.26764,89.85188095816494,75.48627104190444,45.10204385835701,19.408375569704784,6.735305451901338,12.011012615364487,13.810377028884147,11.548919991793397,5.855209581564866,4.964640231996071,1.5155002563082982,4.512181993374872,4.798726588205427,5.557421552813876,3.8287988793103405,1.4604186653644537,1.6377772766077545,2.445468952182529,3.350763241126663,29.139457,64.62870363077056,70.78896815610375,53.42780446201883,40.32009906469071,29.618130291784084,15.970892579913874,14.709989926335014,14.238862510774947,9.056392314627924,8.507602887375091,5.425091966910748,5.244958611059692,6.045974664945585,5.070016669247362,3.565548865620589,4.0369362542571405,2.963987646320637,3.0476738253026365,3.4808624353479174,10.0,1.0,2.679375,0.0,4.0,0.0,1.0,176.0,38.0,5.0
52.948933,67.85159712032176,49.24272941912584,21.988992097689376,7.080213842374039,5.007306287760941,6.450886179533319,6.928557391485801,5.940135923077609,3.4146943430863343,2.645688738852136,0.6676517809084312,1.2572049339487252,2.947901420813476,3.3133292159192536,2.7054050968976395,2.1822593471791745,0.9497170940112448,0.18998831539556768,0.7171949361766212,18.602646999999997,4.893636164616022,8.942265288100232,8.160043089759789,2.4509325648427605,2.6792481991602495,5.385999149907594,7.02617378448255,7.0522450922092075,6.4888930949822985,6.483292707168557,5.889278654075445,3.3929697595264963,2.828439007804868,6.528863157991272,11.124508747697696,13.094158947108408,13.455574750662318,14.4028477456431,15.391063476238699,9.480231999999999,26.498104495932672,29.06658658411901,15.326601249001598,1.792182074621202,6.311122838912568,6.886788001314337,9.683340109262181,7.961248939573985,9.469488737169069,9.58111384110428,8.924529539017419,10.551757076064366,9.841882237360641,9.49146671252317,9.75517290900557,8.277856760636784,8.553083745720873,7.883911368899966,7.4496619089978715,0.3336039999999967,31.090689171476853,45.550953504483466,49.14686159898745,27.23835976220822,29.244808317511872,34.567658885572435,34.4372542371146,33.220397029273215,25.420519099246977,18.46158501249608,17.794959731426037,12.59435605273784,11.238561561780648,10.149198103469297,12.480262556940067,11.61976416155194,10.975596359164458,10.514375875156567,12.101524410298582,24.309804,88.45012014409126,75.27641742014808,39.13484790529248,12.774066479115337,4.335541886083143,7.774652318949394,7.777067977702734,6.6251552584723745,4.5667429850533185,2.980472211353429,2.516339459888806,1.5573717817961505,2.567947698362267,2.162707000757271,1.3733094157190633,0.9784836121125513,0.8603727199373961,0.7027184798809899,0.7220792236505404,27.454691,55.41548683797067,51.751000993322286,47.193965399051976,42.20225061069127,25.90676934691578,22.95495708204796,19.990953325662122,15.083723398685533,14.218720659426276,8.54989992779477,5.354285813016892,4.819442140861128,1.6304640627606308,2.514947911147776,0.5260914731860211,3.388027668903925,2.374533350190318,2.115945198743161,2.9849692324060095,10.0,2.0,4.851454,0.0,4.0,0.0,1.0,176.0,38.0,5.0
65.19139799999999,71.27443118516013,49.85590995061268,23.114866223195143,4.470126084791413,8.191392750209529,11.079171302441948,10.01152920264112,6.466814491913386,3.071960239074979,1.9133666074043447,3.536370180764557,3.613944218886665,2.95725888393592,1.62723337808081,1.2708344986357525,2.1512619985654906,3.1132294638178877,3.3361880594319246,2.9440717221362056,16.646942000000003,10.755319746777667,16.909324443334537,19.49629569577561,15.75629052157111,8.23053646961391,7.374351315101657,4.7034661568159395,4.882503631363169,5.635114800624249,4.827565098176305,7.285606798280498,5.621788288515094,1.1126012759054846,1.2287824288536238,3.7042150797435363,6.034626645907641,5.776828191392914,4.879771849750577,3.6320496509704996,16.005353999999997,36.1646906617113,15.01324607772468,4.811705896137467,6.566757531069222,14.11360187552462,14.327645230755747,18.26135348802439,17.139057781228292,17.054761904426496,16.452352775077493,13.685082946298339,13.77455025166149,13.088207040406708,10.468473552226266,9.746767290719518,7.201884956809558,5.861389007554697,5.655112200585042,4.172415398022849,34.03076,36.20724169545401,80.30990566391966,75.68234149648178,40.18342421437616,17.20806052722876,18.71019656088695,19.740217717184215,17.19058681140449,10.484902530741996,10.285241064077987,11.537751172692893,6.483750689694239,5.667002303548815,8.28794879983587,11.045969540620849,13.494764907665907,11.229827125128914,8.621993726539095,6.632842481918239,7.959689999999999,81.8134158333659,61.83913177829048,51.18096272074395,27.394043247554084,7.6509993223078885,6.119332956508601,7.8297480057736815,10.829061728516754,6.80739479734216,6.577859060479784,3.770337744053741,2.28955335299998,2.392296675931074,1.962834294927162,2.5741844356798227,1.2730593216338297,2.4416854114314743,1.1117679436395642,0.9842522419272858,10.21791,55.844656212498364,71.77571626056107,68.46252562795273,46.352938971225484,34.470785879324225,23.59672121726486,15.032617634125936,11.500290360217562,9.230707685296707,7.246711903158562,5.630025362663531,5.824579007065444,4.961656695801478,5.369829356574188,6.384367389474841,6.588219722063544,3.590460908711788,2.6344447367243746,0.50406279971171,10.0,3.0,7.065942,0.0,4.0,0.0,1.0,176.0,38.0,5.0
61.583116000000004,61.00657427858286,43.01696997162731,20.752077452914147,9.331688334729053,2.1536188335245026,4.428286736066867,5.632957219897038,7.043652677657827,4.813440251722187,4.453630291690814,2.1537113892736333,2.299790679129233,2.677459780781389,2.5526408399314553,2.776636610618784,2.343611134221232,1.859220194844599,1.8757515875395367,1.4619935918423272,29.337407,5.672471765793712,9.474364959659354,9.90394558948101,9.91666501644532,5.691588821212018,7.269888324451441,5.438829153131689,5.007235296566878,3.3857047833723586,1.4529163191983896,1.7965159217259181,1.7275282093825637,2.5792610423543687,3.2427747100087374,4.073870081727249,2.9177151710281457,3.131109766955962,3.763032353324022,2.5830144092456213,10.734194,33.81822726103098,24.97340702966529,8.296709418437077,4.872508381671211,2.412952881395845,7.056299709252638,5.588056865411254,5.633420374219185,6.672649367807557,3.887131822092479,4.409267391714357,3.5211503275927876,3.3335742351656115,4.021677514031956,2.4202051617537492,3.5529171293008184,2.3876684912735677,2.362687297054174,3.1217218283239614,9.594623,18.70711184167092,32.78168150726012,38.00098035016937,24.475713963483816,13.340871363656255,12.463769576941306,5.078301009304203,4.1919544476357835,6.156001871843171,7.209780450591057,4.0276188583515315,5.158118420903446,4.595760774511279,3.884786979224549,4.666818101066988,1.7268658833200086,3.136548800303285,3.8366573970918707,2.59100751407462,59.813596,107.52855024576854,67.68396210345351,19.40189822161444,4.846249709228074,4.490722778406632,5.185428779046409,5.806096286875262,6.254047528701354,4.266781462045306,2.648606873752689,1.9257480430811587,1.662618152727734,1.571040151183918,2.007716812321708,1.0657008495407156,1.2389640793184975,0.3694521125574575,0.9307060090266039,0.26160368096897624,6.943975000000002,46.28277944184895,59.22589410927446,50.73410719195088,26.175915201091694,24.7600670519796,13.489397232460485,11.979651323876146,7.858045107081601,1.5369206724733466,3.488560990626508,0.90925009265728,3.420937951027373,0.3309364543637914,2.6889818151058886,2.7601442472588698,1.09404174493755,3.287127570337007,3.048858947284984,1.6681904724321686,10.0,4.0,9.563631,0.0,4.0,0.0,1.0,176.0,38.0,5.0
59.71395,67.00332724090605,39.03477488570462,17.330142944444486,1.7427849620148539,6.12944816410196,6.507041720728173,6.5528794409373665,5.9684458981755855,5.12334664810358,3.9482187906105204,3.826578075115218,3.7864275961692266,4.079795373616836,3.031895616000453,1.965569013343248,1.937279396575529,1.0565565688124672,1.3620293013713045,1.5769915106808587,26.687299000000003,3.4366321016270036,6.719640528207434,2.6746411489592994,4.525973487337492,4.2705118986047825,3.244179305117754,3.598241147304138,1.3016915119879346,0.9251543720793778,1.6127541698736971,0.970279306635064,3.620691049978734,4.702036272179036,4.738604299720585,4.034733438317453,2.8944608996254493,2.829174190591517,2.698608982077133,2.4368117462531944,12.815867999999998,34.75555272320518,16.637704933707845,4.1394331381421665,4.743656409987503,5.862996596208164,8.491184328727623,9.25471264113022,7.720394715937353,7.775184715163056,7.822142819231185,7.016476301580596,6.598404985104919,5.659506016127739,5.603594770515362,4.683960548332518,3.9035513533127255,3.689067941462675,3.012639830397414,2.3355922557448494,6.336880000000002,40.838063128424096,51.17481188580232,29.914181193939044,20.539659213267583,18.70302605934171,14.412333110100397,11.633060442089246,12.675722206529246,14.734689379026731,15.105096383250324,15.987256480805604,17.61425556940018,15.636242889507997,12.786534630271547,11.129053644472963,12.164378332916003,11.43623594066298,10.540395096506758,9.151452746423043,86.081412,118.81217901918343,48.78531896379403,12.103283736032811,5.8783481727519336,6.34677643066779,5.824631403273712,6.791587442907736,4.637599701261458,1.9962259676417053,2.27789091968865,2.338404022270955,1.806257540756846,1.318055223977394,1.0036577483827,0.40535276893071115,0.6278084271755665,0.888309779825615,0.47657426407408005,0.9131970283608589,4.151097000000002,51.32717170722839,67.83189432479094,35.11765477562943,18.85306247504926,20.690285828830113,12.4299005001381,10.672751490116216,7.040383332910456,2.74677320633748,0.8574746665674746,2.0460363455161557,1.0012739125671328,2.851704689037455,3.414059792879331,1.9405049196272988,1.923657734389018,1.7336830147440354,1.0292552393768426,0.4837480758546448,10.0,5.0,12.12744,0.0,4.0,0.0,1.0,176.0,38.0,5.0
55.385342,70.41168071373339,43.83344611540203,17.399668365384297,1.848305339622429,6.453236801529336,9.730101798821286,8.872578953595657,8.422124996289403,6.139822191633204,4.919663023598265,6.3077947287906415,6.819222049656414,7.1525685478083885,8.07648754626716,7.040630123847116,5.606589182667136,4.436410066835162,2.9800161180894293,2.344805083929185,19.632674,4.621285390923464,3.6478843688760425,8.76222213327018,9.75151531345575,7.587168007227647,6.151944926905333,6.595371118313449,6.071376683476239,5.759735880902291,4.939165895308437,2.9206323539356216,1.22125587665117,2.5281974562681615,3.2231259078126095,3.7532822751550734,4.090151680841198,4.32188616710543,3.710725828644945,3.04781978329189,18.140967,36.48652775109353,22.352103403731807,10.118581938780336,8.638628320575103,8.654400815829103,9.100682058083041,9.935238185542785,6.960958410940925,5.4632687343203195,5.371005336100589,3.991835081469466,4.821419383632557,4.412631144816868,2.823371328479373,3.496100702694726,3.2844625884471266,1.9282400409288294,1.8933154990204348,1.140755955384494,2.8899330000000027,30.26437704865841,36.8054228682336,31.765691119485012,30.464210018028087,28.02681624960441,21.5586559097686,11.33307034363039,9.932658280324128,14.234733596141284,14.205681169135431,10.994849960468581,5.621971353662369,4.075645384021178,6.534910166211156,5.496642998835587,6.409540432862678,7.620726820371995,6.151860310453483,6.796467388785663,71.371471,109.061991225787,65.50337220752574,18.379726274116166,9.962266544726937,9.760182008579484,9.706770284876011,7.157378183648368,3.255132188202643,2.464315707697152,1.1034146812459045,2.334843017160208,2.0183826700473384,1.8652238391085532,1.7808606719224376,1.205704044116693,1.296056313403892,1.8020181512188884,1.8263475309500907,2.1266419356878448,8.864533,40.806233079544036,58.57339782626584,39.04253401935672,23.729125195331385,21.82075245503364,17.53960858874288,13.340023826310443,11.775546903178123,7.880628862765849,7.734588702563375,5.590699467927053,4.464534462917411,3.1399668396809988,1.9438862978230482,1.0577245580987764,1.5392781520050276,2.000626424610815,1.1098164666433907,0.6338915087707094,10.0,6.0,14.616856,0.0,4.0,0.0,1.0,176.0,38.0,5.0
62.065423,50.13012296650303,35.02619627627173,19.958807201746467,15.348704059816056,11.576860503235716,11.159084865815068,6.759866807151089,3.938612174134302,1.7138033717005356,4.182560307738907,5.3053281086442245,6.196644879093297,6.871904789911272,5.933705504560067,4.300190914018915,2.286958845526973,0.8851963383349536,1.9647282348687982,2.7282765390344235,29.071781,14.159159928974276,12.896516417032194,1.2484210255357788,8.218813707717887,1.976918446708797,4.507548236689979,5.767442167971902,9.292988296237247,8.614729782963389,9.450898011896491,10.175978422453477,9.530097040319761,9.098835608676099,10.29614610666952,9.203397882629464,6.876847254633079,5.180380640411233,3.209880511327839,3.4097106438198153,1.1415509999999989,31.279474779733537,27.912981340346292,17.267590807186114,1.8946548994451997,4.436391662309637,7.1251718920577005,9.006574500258393,7.568555116915215,8.70114952652506,8.17845936764529,8.782279052871111,9.32343764324218,9.272032750284692,9.815602863609351,10.447020935531409,10.170128842227788,11.443274629488,11.260723107412078,10.465367797155386,28.778098999999997,17.40865717885474,56.30206100117585,52.636393100563154,47.18674689610758,46.069162376568904,31.743994838920525,26.91937785983073,18.82363879346734,9.342711954745493,6.086695143533394,1.4024299493111272,4.2628176980243495,5.805391321462973,3.5161651182830256,5.350865226185588,7.1670681289822715,7.160521182859725,7.085161865566102,4.58589083925886,15.765398000000001,63.02288503051707,64.15871836910814,33.71678597840842,26.578607848076704,25.956782252437122,19.920693710771612,10.735024395038506,5.596499501083843,1.9935499744277783,3.5747274770122015,2.4666023753654645,5.551434739664196,4.46142274729865,4.780119873994612,4.305171383774768,2.9551394173526426,2.79670945221296,0.8972021213007487,0.5378870859578718,40.422144,72.51958013777592,41.31063319533097,52.410669007684525,44.68637748579939,33.35206258754607,24.709688687154184,19.823484692750924,18.509528139875783,16.90777707342736,12.850485186566459,9.26758492078479,8.47150708734578,5.682636384499287,3.3051425510427537,2.40590703221995,1.8534972639333853,2.2387239066533824,1.9636658487267866,1.0653119192699678,10.0,7.0,17.271912,0.0,4.0,0.0,1.0,176.0,38.0,5.0
67.886344,62.79748630948503,42.42546469013903,15.579613791559149,7.278830025043571,14.35617958177806,13.724415743732466,9.204631351504892,7.477096354841165,2.8309456986559556,1.4288404529722694,2.01727872483664,4.21209074248908,3.4779744171662843,3.728092248374036,3.4988776430253696,2.0599054824561582,2.227930374530021,1.7860082621079671,1.6895936321364127,37.625477000000004,24.488226956847303,17.18506520255041,6.4604848924470035,7.790948306346401,9.945186912727324,8.143262210348661,5.778023671755005,4.649032250094912,5.246876801108477,7.3449620780454,6.15648833410473,6.8344157515054045,6.276969024202453,5.291024498495625,6.469455413428489,7.945134763884776,6.911860483405792,5.605380546979637,5.708171839169411,3.903934999999999,27.68646476833511,21.62810716697669,17.27058365677414,6.60237196968971,6.648216957740943,8.20834562555294,7.741924471554046,4.90650914328469,5.727834230164639,5.86410657367352,8.540867397784352,10.02503001245351,10.338692009734801,10.942055828259308,10.126498977071382,10.800588983998686,10.934455055889275,10.885588698121843,11.748884955700577,17.175324999999997,28.347314745921675,60.03123650728716,41.47287934634905,27.772069589498656,18.93747174858947,25.108336469166655,32.29496565337195,29.387975275752694,26.148568810376876,19.348002372818364,12.52027231102904,10.888978691736986,4.70820021796321,6.609048599062586,8.266671862134464,5.816577676765629,4.695010257569539,3.6372964923396482,4.645090050789438,5.565409000000002,62.328943876799215,60.38543428365214,39.14115984215972,22.009721498820895,12.555047852954711,9.228800560781897,13.817824362300112,13.408513357844246,7.570588653087774,3.668866756619135,3.0069756644103105,3.94882459998964,3.812742301501938,4.205738957088917,3.116278119424401,3.782818321253933,2.7733137293962797,2.2111887231272638,2.2592314650581153,80.10211800000002,76.51152898508124,51.01263842010983,43.593268510090354,35.120028448181934,27.057599032195615,20.212162604169823,20.03488596284308,15.221791712543649,11.60380622902764,10.636118620758326,5.27529386314254,4.438804175226025,1.8289264075502418,2.435634861196694,0.9203838157046195,1.6772498704636911,2.2672760051596312,2.626226697418592,3.345850277918939,10.0,8.0,19.853433,0.0,4.0,0.0,1.0,176.0,38.0,5.0
55.36227,57.45215780776999,35.6489194001809,15.75260864138886,3.5402665648058935,12.086075792969211,11.964708466371953,10.915441156051463,7.7329721525175446,5.4464654434850654,7.603079063546954,6.192333775872027,7.058297887096116,6.920802289862978,5.940291371113773,7.086754276507665,5.832056578124752,5.346577114891235,4.273096890540697,3.2376187285724276,37.864439,19.01048222149719,17.718336095482474,9.893164499865224,9.769066814513177,9.455915276241024,8.940752982280575,4.436591117789912,3.491673818021605,5.1138879674117845,3.0602120225397758,2.8770730256786643,2.4323223544407857,3.6608944952529274,3.307311383504562,5.109554546400069,4.446074434618635,5.387493859795714,5.668077992125987,2.0741469124922154,1.0320069999999997,27.352266723525865,24.042029331291598,18.76565285272104,5.517062387936007,6.4541740312825695,7.777107408003438,7.671714787079437,5.750714937668742,6.564312241310132,5.462451748313114,6.483621999739321,6.151896248126169,7.508831748530049,8.213270164789348,7.956980759597683,9.64656976754725,9.02933810252609,9.119883154775593,9.880859359113925,28.570098,23.654382268463298,58.68794848726752,43.93843589491572,43.873960520329625,35.79702826144063,19.45893619698606,20.46784182991788,10.289244714488191,9.064384241521028,6.649056281363395,10.904786174270518,11.973074169152802,9.721857386417389,10.230065494031692,8.929116097484272,9.304423564693822,9.268937607765334,8.036757092179897,5.196279920239308,26.166837,66.15546512182178,49.29890473649396,35.38001772959972,27.773960964107918,14.164816818918542,11.357203083053042,5.917132523548263,6.157759896258519,3.1060618236579036,3.9954316172019513,3.2678155014218713,3.9807092925689256,2.8109888277431594,2.2503485146382696,1.521698830063432,1.65030186408525,1.0898418981197326,1.3689056401292643,1.3124271836883135,61.708657,68.03112383814302,55.934294601439916,43.51237631942703,33.64175521442617,25.948368942006454,18.002728625154777,19.64247913082012,16.58247727832972,16.259172619502017,13.81238496229775,9.93725825465372,8.914836502503398,6.738227495365189,6.060584643446199,5.057368929545979,3.7416485719788684,2.2591054002511948,1.193459144132379,1.4081615176728837,10.0,9.0,22.393392,0.0,4.0,0.0,1.0,176.0,38.0,5.0
26.371135,29.322197281627567,10.84964381842074,4.717467224708331,8.347647614442167,10.71619827670431,8.023076142124383,7.459790812351677,4.558117984536559,3.5703833487697865,0.9964454443375227,0.3994860584199364,1.1939278363464854,2.044247856820236,1.4094388114550664,1.8188759869319382,0.8531117691483169,0.9142242411987591,0.3240886213171664,1.073587071171677,31.364771,5.987059193471957,2.7003930698968936,5.579504425016524,9.211327884835255,6.612900041564368,9.21911666581609,5.86943014240131,7.4816978390538456,5.626820341425058,5.376113827703522,4.977480107172558,4.096684073141897,4.496501311839122,3.9272157136707437,4.67329274653108,3.0589139250441506,3.21164008493027,2.0561518972518655,1.7304454417425943,6.491055000000001,15.712237155190303,14.78454034202596,7.208776974948682,10.221334960285755,11.560482317208825,12.083812834274374,9.65621520529798,7.932662440488315,5.6256863642843395,4.530226365957556,2.9701144135132096,1.9856871355352557,1.5171926162000988,1.5079566847100316,1.7858815041441347,1.5211110680078515,1.099719321287218,0.5762474766618626,0.6914730490112332,5.1974740000000015,20.002344029881954,46.48367329737569,32.27889395160595,22.61536532808942,16.465498662348192,17.878273774583587,18.871098769864727,21.377438270859233,19.78274418605612,17.11493478783171,15.441979094160518,11.757494384494887,10.503124532975027,9.195802763714106,10.021553566713393,7.647434616655767,6.70145416581181,5.8530299373397945,4.722327620516166,57.159998,85.43852058045874,43.59018111696801,22.88178930915321,11.035275082283178,12.123438151425805,14.074056227504776,9.65784176965641,8.02569071782204,5.190646478011377,2.931043210793727,3.330425471736627,0.6926675336133341,1.7305848613765424,0.6706188494009065,1.4959245509480836,1.1219818405451951,1.7663928637875879,1.5732675367139215,0.9885670145849831,22.507908,51.94836582627062,39.28590904447976,31.07704091558199,24.63259298430642,12.925248401838704,7.948770471904552,3.961326313865772,4.973438944277005,4.6428876854769925,5.65949578492572,3.6727136452852944,2.840368648837861,3.1571968987600614,2.5943855573341192,2.854606255674155,3.01567112527076,2.575709137602364,3.70870936171277,3.417452982857567,10.0,10.0,25.214663,0.0,4.0,0.0,1.0,176.0,38.0,5.0
